Code,Name
725842,華景電統一4C購01
725845,世禾永豐46購01
725846,昱展永豐4A購01
725847,振曜永豐46購03
725849,訊聯永豐46購01
725850,勤凱永豐46購01
725860,旺矽國泰46購02
725861,雙鴻國泰46購03
725864,世禾凱基46購02
725866,國金10凱基48購01
725867,良維富邦46購01
725868,旺矽富邦46購01
725869,朋程富邦46購01
725870,晟德富邦47購01
725871,鈊象富邦47購03
725873,台半元富46購01
725874,台半元富46購02
725877,先進光元富4A購01
725880,鈊象元富4A購02
725881,鈊象元富5A購01
725882,群聯元富46購01
725883,臺慶科元富4A購01
725884,蜜望實元富4A購01
725893,旺矽中信47購01
725894,友威科群益4A購01
725896,世禾群益48購01
725900,友威科元大46購03
725905,昇達科元大49購01
725910,華星光元大47購02
725912,鈊象元大47購03
725914,德微元大47購01
725915,昇達科統一4C購01
725916,華星光統一4A購02
725920,智擎永豐48購01
725922,華景電兆豐46購01
725923,台特化元富47購02
725924,宜特元富54購01
725927,松上元富46購01
725928,前鼎元富4A購01
725931,智擎元富4A購01
725932,華星光元富4A購01
725933,昇達科富邦48購01
725934,智擎富邦46購01
725935,華星光富邦46購02
725936,華星光中信46購01
725937,合晶群益4A購01
725938,宏碩群益46購01
725943,南俊群益46購01
725945,泰金群益46購01
725950,新漢群益46購01
725953,碩禾群益46購01
725956,雙鴻群益46購01
725964,群聯凱基46購01
725969,元債20國票46購01
725971,先進光國票47購04
725972,東捷國票46購02
725976,鈦昇國票46購01
725988,鈊象元大47購04
725994,昇達科統一4C購02
725998,健椿群益48購01
726000,漢科群益46購01
726002,鑫科群益47購01
726005,鑫科永豐4A購01
726007,元債20凱基48購01
726011,湧德凱基46購01
726013,波若威國泰46購01
726014,雙鴻國泰46購04
726020,信立國票46購01
726028,鑫科國票47購01
726030,旺矽富邦46購02
726031,旺矽富邦47購01
726032,新復興富邦46購02
726033,德微富邦47購01
726036,元債20元富4A購01
726037,元債20元富5A購01
726041,聖暉*元富4A購01
726044,同致統一4C購01
726045,智通*統一4A購01
726046,叡揚統一4A購01
726050,鈊象元大49購01
726062,晟德群益46購01
726064,精材群益46購02
726065,精測群益46購01
726066,優群群益46購02
726067,雙鴻群益46購02
726068,晶呈富邦46購01
726069,智通*富邦47購01
726070,元債20元富5A購02
726071,同致元富4A購01
726073,晶呈元富47購01
726075,智通*元富4A購01
726077,元債20凱基4A購02
726078,元債20凱基56購01
726080,昇達科凱基49購01
726084,智通*凱基47購01
726085,鈊象凱基49購01
726088,胡連國泰46購02
726089,原相國泰46購01
726090,鈊象國泰46購03
726091,力致國票46購01
726095,智擎國票47購01
726105,鈊象元大49購02
726112,茂迪群益46購01
726114,智通*群益47購02
726116,雙鴻群益46購03
726117,旺矽第一46購01
726118,百德統一4C購02
726119,華星光統一5B購01
726123,佶優元富4A購01
726124,信立元富47購03
726126,雙鴻富邦4A購01
726140,優群國票46購01
726148,智擎凱基46購01
726154,優群凱基46購01
726157,元債20元大49購01
726166,國債20元大47購01
726167,國債20元大48購01
726171,廣運元大47購01
726173,波若威統一51購01
726176,常珵永豐48購01
726183,鈊象凱基49購02
726191,家登富邦47購02
726193,穩懋富邦47購01
726194,元債20元富5B購01
726197,信驊元富48購03
726201,台燿群益47購01
726202,宏捷科群益47購01
726205,精材群益47購01
726208,雙鴻群益47購03
726209,智通*國泰47購01
726210,華星光國泰47購01
726211,順達國泰47購01
726212,雙鴻國泰47購01
726213,同致統一4B購01
726214,宜特統一4B購01
726215,昇達科統一4A購01
726216,泰茂統一52購01
726217,智擎統一53購01
726218,精剛統一4C購01
726219,德微統一4A購01
726220,元債20永豐47購01
726223,力致兆豐47購01
726224,胡連兆豐47購01
726225,力致元富47購03
726226,智擎元富4B購01
726231,智通*國票47購01
726232,智通*國票48購01
726237,家登國泰47購01
726238,鈊象國泰47購01
726254,智擎凱基48購01
726255,廣運凱基47購01
726266,宜特統一54購02
726267,智擎統一4B購01
726268,優群統一4A購01
726269,穩懋統一4B購01
726272,鈊象凱基48購02
726278,華景電元大4B購01
726280,德微元大4B購01
726284,精測元富48購01
726285,譜瑞元富4B購01
726286,同致群益47購01
726290,國債20群益47購01
726293,優群群益47購01
726299,華景電元大4B購02
726305,優群凱基47購01
726313,順達國票47購02
726316,力致國泰47購01
726317,波若威統一4C購01
726318,前鼎統一4B購01
726319,精測統一4B購01
726320,譜瑞統一4B購01
726328,國債20群益47購02
726329,晶宏群益47購01
726331,陽程群益47購01
726332,鈊象群益47購06
726333,雙鴻群益47購04
726334,威剛兆豐4B購01
726335,優群兆豐47購01
726338,元債20富邦4B購01
726344,鈊象元大4A購03
726349,神準永豐47購01
726353,百德國票47購02
726360,同致統一55購01
726361,茂綸統一4C購01
726362,環球晶統一4B購01
726371,瀧澤科凱基47購02
726372,千附精富邦49購01
726373,力致元富48購01
726378,良維群益47購01
726383,神盾群益47購01
726387,福裕群益47購01
726394,瀧澤科群益49購01
726404,鈊象元大4A購04
726405,中美晶統一4B購01
726406,世禾統一4B購01
726407,世禾統一53購01
726408,福裕統一55購01
726412,精測元富48購02
726413,精測元富4B購01
726415,前鼎兆豐47購01
726416,漢磊兆豐47購01
726417,譜瑞兆豐4B購01
726420,友威科永豐4B購01
726422,智擎永豐4B購01
726425,雙鴻永豐46購02
726427,力旺凱基47購01
726428,振發凱基46購01
726432,金益鼎國票46購02
726433,神準國票46購01
726435,湧德國票46購01
726436,新普國票46購01
726437,精材國票46購02
726438,精測國票46購02
726439,力旺中信46購02
726440,力旺中信47購02
726444,力旺群益47購02
726446,同致群益47購02
726447,良維群益49購01
726448,泰茂群益47購01
726449,富喬群益47購01
726451,鈊象群益46購05
726452,鈊象群益47購07
726453,精測群益48購01
726469,瀧澤科元大47購01
726470,大江國票46購01
726471,中美晶國票46購01
726472,先進光國票46購04
726473,宣德國票46購01
726474,湧德國票48購01
726475,華宏國票46購02
726476,華景電國票46購02
726477,閎康國票46購01
726478,順達國票46購01
726479,新復興國票46購03
726480,雍智國票46購01
726481,福裕國票46購01
726482,撼訊國票46購03
726483,雙鴻兆豐47購01
726486,鈦昇凱基46購02
726487,精測凱基48購01
726490,台特化元富47購03
726491,台特化元富48購01
726495,陽程元富4B購01
726497,新復興元富47購01
726498,群聯元富46購02
726500,中美晶統一53購01
726501,世禾統一4C購01
726502,康全電統一53購01
726503,鈦昇統一49購03
726504,環球晶統一53購01
726505,神準富邦48購01
726507,瀧澤科富邦46購02
726511,中美晶中信47購01
726512,鈊象中信46購02
726514,康全電群益47購01
726515,康全電群益49購01
726520,環球晶群益47購02
726522,元債20元大47購02
726523,元債20元大48購01
726524,元債20元大48購02
726525,旺矽元大4B購01
726526,信立元大4B購01
726536,系統電國票46購01
726537,良維國票46購02
726539,創惟國票46購02
726540,群聯國票46購01
726543,伯特光凱基46購02
726544,波若威凱基48購01
726545,宣德凱基46購01
726546,泰茂凱基4A購01
726547,創惟凱基47購02
726548,順達凱基46購01
726550,精材凱基47購01
726552,環球晶凱基47購01
726553,中美晶統一4B購02
726554,伯特光統一53購01
726555,伯特光統一55購01
726556,宣德統一53購01
726557,創惟統一4B購04
726558,創惟統一4C購02
726559,創惟統一51購01
726560,創惟統一55購01
726561,創惟統一57購01
726562,順達統一53購01
726563,中美晶永豐46購01
726564,宣德永豐46購01
726566,康全電永豐47購01
726569,中光電兆豐4B購01
726571,創惟富邦48購01
726572,創惟元富4B購01
726577,元債20群益47購02
726578,伯特光群益46購01
726580,旺矽群益46購01
726582,康全電群益49購02
726585,智擎群益47購01
726586,湧德群益46購02
726589,新普群益47購01
726590,廣運群益47購01
726591,營邦群益47購01
726592,友威科元大48購01
726593,泰茂元大4B購01
726595,華星光元大4B購01
726597,廣運元大47購02
726598,廣明兆豐4B購01
726599,元太富邦47購01
726600,家登富邦46購01
726601,元太元富4B購01
726605,友威科永豐46購01
726606,世界永豐46購01
726608,順達永豐47購01
726609,福華永豐47購01
726610,雙鴻永豐47購01
726612,康全電統一55購01
726613,順達統一4C購01
726614,順達統一53購02
726615,順達第一47購01
726616,元債20凱基48購02
726617,康全電凱基49購01
726619,鈊象凱基48購03
726623,中美晶群益47購01
726624,元債20群益47購03
726626,泰茂群益46購01
726628,元太國票46購02
726630,元債20國票46購02
726631,元債20國票48購02
726632,宜特國票46購02
726633,旺矽國票46購02
726635,神準國票46購02
726636,國債20國票49購02
726637,康全電國票46購01
726638,順達國票46購02
726639,鈦昇國票46購02
726640,福裕國票46購02
726641,精材國票46購03
726642,廣運國票46購03
726644,擎亞國票46購01
726645,雙鴻國票46購02
726647,旺矽元大47購02
726649,華星光元大4B購02
726656,順達元大48購01
726657,友威科國票46購01
726658,伯特光國票46購02
726659,常珵國票46購01
726660,順達國票46購03
726662,福華國票46購01
726663,福華國票47購01
726665,環球晶國票46購01
726671,順達富邦47購01
726672,鈊象富邦46購03
726673,康全電統一4B購01
726674,康全電統一4C購01
726675,順達統一4B購01
726676,順達統一55購01
726677,泰茂永豐47購02
726678,神準永豐48購01
726680,順達永豐46購02
726682,先進光兆豐46購01
726683,昇達科兆豐46購01
726684,穩懋兆豐46購01
726686,中美晶凱基46購04
726687,元債20凱基48購03
726688,百德凱基46購02
726690,宏捷科凱基46購02
726691,良維凱基46購03
726693,神準凱基46購01
726695,順達凱基47購01
726697,營邦凱基47購02
726699,順達中信46購01
726700,精測中信47購01
726704,湧德群益47購01
726705,順達群益47購01
726706,鈊象群益46購06
726707,鈊象群益47購08
726710,營邦群益46購01
726716,撼訊元大48購01
726717,雙鴻中信46購01
726718,雙鴻中信48購02
726719,華星光統一4B購01
726720,環球晶統一4B購02
726722,雙鴻永豐47購02
726723,驊訊富邦47購01
726724,世界元富4B購01
726725,茂達元富4B購01
726726,鈊象元富48購02
726727,中美晶群益48購01
726728,元債20群益47購04
726730,弘塑群益47購01
726731,百德群益47購01
726734,昇達科群益47購01
726737,營邦群益47購02
726738,弘塑國票47購03
726739,振曜國票47購01
726740,聖暉*國票46購02
726742,環球晶國票46購02
726745,弘塑凱基46購01
726746,兆利凱基47購01
726747,鈊象凱基47購02
726753,力旺元大48購01
726761,華星光群益47購02
726763,精剛群益47購01
726766,世德永豐47購01
726767,艾訊永豐46購01
726768,宏捷科永豐47購01
726769,鈦昇永豐48購01
726770,力旺統一4B購02
726771,友威科統一53購01
726772,台燿統一4B購01
726773,雙鴻統一49購02
726775,旺矽國票46購03
726776,新普國票46購02
726777,群聯國票46購02
726778,精材國票46購04
726779,撼訊國票46購05
726784,環球晶元富48購01
726785,元太富邦46購01
726786,茂達富邦47購01
726787,神盾富邦47購01
726788,智通*富邦46購01
726789,翔名富邦47購02
726790,鈊象富邦47購04
726791,群聯富邦46購02
726793,艾訊凱基46購01
726795,富喬凱基47購01
726796,鈊象凱基47購03
726804,雙鴻元大48購03
726805,良維富邦48購01
726806,環球晶富邦48購01
726807,雙鴻富邦48購02
726808,友威科永豐4B購02
726810,鈦昇永豐47購01
726811,精測永豐46購02
726812,富驊統一53購01
726813,台燿國票46購01
726814,艾訊國票46購01
726815,東浦國票46購01
726816,長科*國票46購01
726818,泰金國票46購01
726819,晟德國票46購01
726820,雍智國票46購02
726821,廣運國票46購04
726822,雙鴻國票46購03
726826,泰茂凱基46購01
726827,精材凱基46購02
726828,巨有群益46購01
726829,智通*群益4B購01
726833,信驊元大48購01
726834,信驊元大4A購01
726838,雙鴻元大48購04
726839,精材富邦47購02
726841,信驊元富48購04
726843,振發統一53購01
726844,華星光統一4A購03
726845,凡甲國票46購01
726846,信驊國票46購04
726847,振發國票46購02
726848,神準國票46購03
726849,廣運國票46購05
726850,良維永豐46購01
726852,泰茂永豐47購03
726860,鈊象凱基46購07
726862,雙鴻凱基46購05
726864,信驊群益47購02
726866,振發群益47購01
726871,精材兆豐47購01
726872,振曜富邦46購01
726873,新普元富46購01
726876,世禾永豐48購01
726878,合晶永豐46購01
726880,晟德永豐46購02
726882,濱川永豐48購01
726883,雙鴻永豐46購03
726884,振發統一53購02
726885,旺矽國票46購04
726886,胡連國票46購02
726887,華景電國票46購03
726888,磐儀國票46購01
726892,鈊象凱基4A購01
726894,艾訊群益47購01
726902,雙鴻元大49購01
726907,華星光元大47購03
726909,環球晶元大49購01
726912,群聯元富47購01
726914,力致永豐47購02
726915,元債20永豐48購01
726916,元債20永豐48購02
726920,家登永豐46購01
726922,新普永豐46購01
726923,台燿統一4C購01
726924,金麗科統一5B購01
726925,金麗科統一5B購02
726926,金麗科統一5B購03
726927,金麗科統一5B購04
726928,常珵統一4C購01
726929,富喬統一53購01
726930,雙鴻統一4B購01
726931,金麗科國票46購01
726932,金麗科國票46購03
726933,華星光國票46購05
726934,新普國票46購03
726935,福裕國票46購03
726937,台燿凱基47購01
726938,艾訊凱基47購01
726941,金麗科凱基46購01
726942,金麗科凱基47購01
726945,福華凱基47購01
726946,雙鴻凱基49購01
726951,金麗科群益46購01
726952,金麗科群益47購01
726954,神準群益4B購01
726955,國債20群益4C購01
726956,富喬群益46購01
726958,群聯群益46購04
726963,泰茂凱基4B購01
726965,富喬凱基46購01
726966,華星光凱基46購03
726967,鈊象凱基46購08
726968,新普凱基46購01
726969,環球晶凱基49購01
726970,兆利元富46購01
726971,東浦元富46購01
726973,新普元富48購01
726974,台燿兆豐47購01
726975,家登兆豐47購01
726976,鈊象兆豐47購01
726977,中美晶富邦47購01
726978,台燿富邦47購01
726979,宏捷科富邦47購01
726980,群聯富邦46購03
726981,營邦富邦47購01
726983,建榮永豐47購01
726984,崧騰永豐46購01
726985,常珵永豐47購01
726986,富喬永豐47購01
726987,智通*永豐47購01
726988,榮剛永豐46購01
726989,兆利統一4B購02
726990,富驊統一4B購01
726991,富驊統一55購01
726992,精材統一4B購05
726993,晟德國泰47購01
726995,艾訊國票46購02
726996,神準國票46購04
726997,富驊國票46購01
726998,僑威國票46購01
726999,精材國票46購05
727000,濱川國票48購01
727003,鈊象中信46購03
727006,富喬群益46購02
727008,福華群益46購01
727016,濱川元大48購01
727022,環球晶元大4A購01
727023,兆利富邦49購01
727025,建榮統一53購01
727026,波若威國票46購02
727027,家登國泰47購02
727028,宏捷科永豐46購01
727029,佶優永豐46購01
727030,富驊永豐46購01
727031,華星光永豐46購02
727032,營邦永豐46購01
727034,譜瑞永豐46購02
727036,振發凱基46購02
727039,鈊象凱基46購09
727040,群ESG凱基47購01
727043,威剛群益46購01
727044,新普群益46購01
727045,營邦群益46購02
727049,富喬元大48購01
727050,富喬元大4B購01
727053,兆利永豐46購01
727057,頎邦永豐47購01
727059,臺慶科永豐47購01
727060,世禾國票46購03
727061,高鋒國票46購01
727062,高鋒國票46購03
727063,家登國泰47購03
727065,台星科群益4B購01
727071,宣德富邦47購01
727072,營邦兆豐47購01
727075,神準元富4B購01
727079,新普凱基46購02
727082,富喬元大49購01
727084,中美晶國票47購01
727085,旺矽國票47購01
727086,松上國票47購01
727087,佶優國票47購02
727088,高鋒國票47購01
727090,華宏國票47購01
727092,旺矽凱基4C購01
727093,富喬凱基4C購01
727094,營邦凱基47購03
727095,高鋒統一5A購01
727096,創惟統一4C購03
727099,旺矽富邦47購02
727100,創惟富邦48購02
727101,華星光富邦48購01
727102,中美晶永豐47購01
727103,旺矽永豐47購01
727104,旺矽永豐47購02
727105,高鋒永豐49購01
727108,高鋒中信47購01
727109,兆利群益48購01
727112,神準群益4B購02
727113,高鋒群益48購01
727116,元債20元大4A購01
727117,元債20元大4C購01
727120,富喬元大48購02
727122,高鋒統一54購01
727123,旺矽元富47購01
727124,先進光富邦48購01
727125,高鋒永豐49購02
727126,雙鴻永豐48購01
727128,中光電國票47購01
727129,天品國票47購01
727130,富喬國票48購02
727131,鈊象國票47購02
727132,精材國票47購01
727133,聚和國票47購01
727138,雙鴻凱基4A購01
727141,旺矽群益47購03
727142,神準群益4C購01
727146,中美晶元富54購01
727147,群聯元富47購02
727148,力旺永豐47購01
727149,中光電永豐47購01
727150,台燿永豐47購01
727151,旺矽永豐49購01
727163,力旺凱基47購02
727164,中光電凱基47購01
727168,泰茂凱基4A購02
727170,雍智凱基47購01
727171,凡甲國票47購01
727172,中光電國票48購01
727173,世界國票47購01
727174,波若威國票47購01
727175,神盾國票47購01
727177,閎康國票47購01
727179,營邦國票47購01
727181,中美晶國泰48購01
727182,世界國泰48購01
727183,先進光國泰48購01
727185,旺矽中信47購02
727186,力旺群益48購01
727193,精測富邦48購01
727194,環球晶富邦48購02
727197,中光電元富4C購01
727198,神準元富47購01
727202,神準統一54購01
727203,正淩永豐48購01
727206,中光電凱基48購01
727212,神準國票47購02
727213,璟德國票47購01
727214,旺矽國泰48購01
727215,鈊象國泰48購01
727218,譜瑞中信48購01
727219,旺矽群益47購04
727220,神準群益48購02
727222,營邦群益48購01
727228,力致兆豐48購01
727229,台燿富邦48購01
727230,旺矽富邦48購01
727231,鈊象富邦47購05
727232,群聯富邦48購01
727233,正淩元富4C購01
727240,中光電統一4A購01
727241,昇佳電統一51購01
727242,神準統一54購02
727243,力致永豐49購01
727247,泰茂永豐49購01
727249,台燿國票48購01
727250,昇佳電國票47購01
727251,神準國票47購03
727252,群聯國票47購01
727253,旺矽國泰48購02
727254,兆利中信48購01
727255,協易機中信47購01
727256,岱稜中信47購01
727257,昇佳電中信47購01
727258,中光電群益48購01
727260,信立群益48購01
727261,神準群益48購03
727262,常珵群益49購01
727263,凡甲凱基47購01
727266,環球晶凱基48購01
727268,系統電元大48購01
727269,系統電元大4C購01
727271,鈊象元大48購02
727275,茂達統一54購01
727277,宏捷科永豐47購02
727278,系統電永豐49購01
727281,神準永豐4C購01
727284,中光電元富4C購02
727289,擎亞元富4C購01
727293,信立國票48購01
727295,訊聯國票49購01
727297,新普國票47購01
727301,昇佳電凱基47購01
727302,前鼎凱基48購01
727303,擎亞凱基47購01
727304,譜瑞凱基48購01
727306,鈊象中信48購01
727308,兆利群益47購01
727309,宏捷科群益49購01
727310,系統電群益47購01
727311,系統電群益49購01
727312,波若威群益47購04
727316,譜瑞群益47購01
727326,精測元大48購01
727327,精測元大49購01
727330,宏捷科國票49購01
727331,旺矽國票47購03
727332,波若威國票47購02
727333,信昌電國票47購01
727334,宣德國票47購01
727335,茂達國票47購01
727336,智通*國票47購02
727338,雍智國票47購01
727339,僑威國票47購01
727340,精測國票47購01
727341,精測國票47購02
727342,精測國票47購05
727343,譜瑞富邦48購01
727346,雙鴻元富4A購02
727347,雙鴻元富4A購03
727348,系統電第一47購01
727349,緯軟統一54購01
727350,立敦永豐47購01
727351,宏碁資永豐47購01
727352,宜特永豐47購01
727354,旺矽永豐48購01
727355,旺矽永豐48購02
727357,前鼎永豐4A購01
727358,宣德永豐47購01
727361,精材國泰48購01
727366,胡連凱基47購01
727368,新普凱基47購01
727370,環球晶凱基47購02
727371,宏捷科中信47購01
727372,前鼎中信47購01
727373,前鼎中信48購01
727374,前鼎中信49購01
727375,湧德中信47購01
727376,環球晶中信47購01
727380,旺矽群益47購05
727382,新普群益48購01
727383,優群群益49購01
727384,譜瑞群益47購02
727385,譜瑞群益48購01
727402,兆利統一54購01
727403,宏碁資統一54購01
727404,聖暉*統一54購01
727405,雍智統一54購01
727406,力致永豐49購02
727408,弘塑永豐47購01
727409,波若威永豐48購01
727410,常珵永豐49購01
727413,精材富邦48購01
727414,雙鴻富邦4C購01
727415,弘塑元富47購03
727416,兆利元富47購03
727417,兆利元富47購04
727418,前鼎元富4C購01
727420,大樹國票47購01
727421,中光電國票48購02
727422,元太國票47購02
727423,台星科國票47購01
727424,弘塑國票49購01
727425,朋億*國票47購01
727426,美琪瑪國票47購01
727428,緯軟國票47購01
727429,擎亞國票47購01
727430,騰雲國票47購01
727444,宣德中信47購01
727446,廣明中信47購01
727448,台星科群益48購01
727450,旺矽群益4C購01
727454,雍智群益52購01
727457,友威科統一54購01
727458,崧騰統一54購01
727459,崧騰統一56購01
727460,緯軟統一54購02
727461,巨有永豐46購01
727462,伯特光永豐46購01
727463,朋程永豐46購01
727464,振曜永豐46購04
727465,桓達永豐46購02
727466,湧德永豐49購01
727467,聖暉*永豐46購01
727468,緯軟永豐46購01
727469,擎亞永豐48購01
727470,天品元大46購01
727471,艾訊元大46購02
727472,伯特光元大46購04
727473,均華元大46購01
727474,桓達元大46購01
727475,湧德元大46購02
727476,鈊象元大48購03
727477,精湛元大46購01
727478,廣明元大46購01
727479,元太兆豐46購01
727480,兆利富邦48購02
727481,穩懋富邦47購02
727482,巨有元富46購01
727483,巨有元富46購02
727484,巨有元富49購01
727485,合晶元富46購01
727486,宜鼎元富46購01
727487,建榮元富46購01
727488,桓達元富46購01
727489,神盾元富46購01
727490,神盾元富47購02
727491,常珵元富46購01
727492,雍智元富46購01
727493,榮剛元富46購01
727494,緯軟元富46購01
727495,緯軟元富46購02
727496,擎邦元富46購01
727497,營邦元富4C購01
727498,力致國票47購01
727499,天品國票48購01
727500,天品國票4A購01
727501,尼克森國票46購01
727502,艾訊國票47購01
727503,均華國票47購01
727504,桓達國票46購02
727505,神盾國票47購02
727506,崧騰國票47購01
727507,越峰國票47購01
727508,精湛國票47購01
727509,鈊象國泰48購02
727510,千附精凱基46購01
727511,均華凱基46購01
727512,均華凱基46購02
727513,朋億*凱基47購01
727514,神盾凱基47購01
727515,僑威凱基47購01
727516,緯軟凱基46購02
727517,環球晶凱基46購02
727518,中探針中信46購01
727519,僑威中信46購01
727520,聖暉*群益46購02
727521,僑威群益46購01
727522,精湛群益46購01
727523,環球晶群益46購05
727524,雙鴻群益48購03
727525,中光電台新46購01
727526,力旺元大46購05
727527,力旺元大46購06
727528,力旺元大46購07
727529,元債20元大49購02
727530,元債20元大4B購01
727531,艾訊元大46購03
727532,宏碁資元大46購01
727533,宏碁資元大46購02
727534,宏碁資元大46購03
727535,湧德元大46購03
727536,力旺統一56購01
727537,凡甲永豐46購01
727538,台燿永豐46購01
727539,先進光永豐47購01
727540,美琪瑪永豐47購01
727541,群聯永豐47購01
727542,精材永豐47購01
727543,叡揚永豐48購01
727544,台燿群益47購02
727545,巨有群益49購01
727546,均華群益46購01
727547,宏碁資群益46購01
727548,宏碁資群益48購01
727549,神盾群益48購01
727550,精湛群益46購02
727551,緯軟群益46購01
727552,環球晶群益46購06
727553,台燿兆豐48購01
727554,智通兆豐4C購01
727555,力旺富邦49購01
727556,神盾富邦48購01
727557,力旺元富47購01
727558,力旺元富47購02
727559,力旺元富4A購01
727560,力旺元富51購01
727561,宏碁資元富46購01
727562,宏碁資元富46購02
727563,力旺國票47購01
727564,力旺國票48購01
727565,力旺國票49購01
727566,台燿國票47購01
727567,巨有國票46購02
727568,巨有國票47購01
727569,兆利國票46購01
727570,宏碁資國票46購01
727571,原相國票46購02
727572,振曜國票47購02
727573,鈊象國票47購03
727574,力旺凱基48購01
727575,巨有凱基46購01
727576,艾訊凱基46購03
727577,系統電凱基4A購01
727578,崧騰凱基47購01
727579,鈊象凱基46購11
727580,聖暉*凱基46購01
727581,中美晶元大46購02
727582,中美晶元大46購03
727583,中美晶元大46購04
727584,台燿元大46購03
727585,台燿元大46購04
727586,宏捷科元大46購02
727587,宏捷科元大46購03
727588,宏捷科元大46購04
727589,神盾元大46購02
727590,國金10元大49購01
727591,湧德元大46購04
727592,群ESG元大4A購01
727593,雙鴻元大46購05
727594,雙鴻元大46購06
727595,雙鴻元大46購07
727596,千附精凱基47購01
727597,台燿凱基46購03
727598,兆利凱基48購01
727599,昇達科凱基46購01
727600,神盾凱基47購02
727601,緯軟凱基47購01
727602,緯軟凱基4C購01
727603,湧德富邦48購01
727604,友輝元富46購01
727605,友輝元富46購02
727606,茂綸元富46購01
727607,茂綸元富46購02
727608,神盾元富49購01
727609,神盾元富49購02
727610,神盾元富4C購01
727611,雙鴻元富46購03
727612,穩懋第一48購01
727613,系統電統一56購01
727614,凡甲永豐46購02
727615,大綜永豐47購01
727616,元太永豐46購01
727617,友輝永豐46購01
727618,台燿永豐47購02
727619,台燿永豐48購01
727620,巨有永豐48購01
727621,宏碩永豐48購01
727622,良維永豐48購01
727623,昇達科永豐46購01
727624,家登永豐47購01
727625,振曜永豐46購05
727626,神盾永豐46購01
727627,鈊象永豐46購05
727628,僑威永豐46購03
727629,緯軟永豐48購01
727630,叡揚永豐46購02
727631,聰泰永豐47購01
727632,騰雲永豐47購01
727633,元太國票46購05
727634,友威科國票47購02
727635,台燿國票47購02
727636,昱展國票46購01
727637,雍智國票47購02
727638,緯軟國票47購02
727639,環球晶國票46購03
727640,精材國泰48購02
727641,環球晶國泰48購01
727642,大綜中信47購01
727643,友威科中信47購01
727644,台燿中信47購01
727645,均華中信48購01
727646,茂綸中信47購01
727647,神準中信48購01
727648,智通*中信48購01
727649,精材中信48購01
727650,台燿群益48購01
727651,神盾群益46購01
727652,雙鴻群益48購04
727653,艾訊元大46購04
727654,新普元大46購02
727655,新普元大46購03
727656,磐儀元大46購01
727657,緯軟元大46購01
727658,昇達科富邦4A購01
727659,新普富邦47購01
727660,環球晶富邦49購01
727661,中光電第一46購01
727662,均華第一46購01
727663,千附精統一4C購02
727664,亞信統一54購01
727665,福裕統一54購01
727666,美琪瑪中信46購01
727667,友威科元富46購01
727668,亞信元富46購01
727669,亞信元富46購02
727670,亞信元富49購01
727671,昇達科元富46購02
727672,美琪瑪元富46購01
727673,智通*元富46購01
727674,湧德元富46購02
727675,大綜群益46購01
727676,台燿群益46購03
727677,陽程群益46購02
727678,璟德群益47購01
727679,叡揚群益4A購01
727680,雙鴻群益46購06
727681,兆利永豐47購01
727682,其陽永豐46購01
727683,昇達科永豐47購01
727684,茂綸永豐48購01
727685,神盾永豐47購01
727686,華景電永豐47購01
727687,緯軟永豐47購01
727688,璟德永豐46購01
727689,雙鴻永豐47購04
727690,大綜國票46購01
727691,大綜國票47購01
727692,世禾國票48購01
727693,竹陞國票48購01
727694,系統電國票47購01
727695,神盾國票46購02
727696,常珵國票46購02
727697,群聯國票47購02
727698,雍智國票47購03
727699,磐儀國票47購01
727700,璟德國票47購02
727701,叡揚國票46購01
727702,叡揚國票47購01
727703,叡揚國票48購01
727704,擎亞國票48購01
727705,穩懋國票47購01
727706,群聯國泰48購01
727707,元太凱基46購02
727708,健椿凱基46購01
727709,華景電凱基46購01
727710,璟德凱基46購02
727711,叡揚凱基47購01
727712,叡揚凱基48購01
727713,兆利元大46購05
727714,信驊元大46購01
727715,信驊元大46購02
727716,信驊元大48購02
727717,泰茂元大47購01
727718,僑威元大46購01
727719,廣明元大46購02
727720,磐儀元大46購02
727721,緯軟元大46購02
727722,元太永豐47購01
727723,亞信永豐48購01
727724,亞泰永豐46購02
727725,信驊永豐47購01
727726,磐儀永豐46購01
727727,磐儀永豐47購01
727728,信立國票47購01
727729,信驊國票47購01
727730,信驊國票47購02
727731,振曜國票47購03
727732,環球晶國票47購01
727733,大綜凱基46購01
727734,大綜凱基46購02
727735,信驊凱基46購02
727736,群聯凱基46購03
727737,磐儀凱基46購01
727738,雙鴻凱基46購06
727739,優群兆豐48購01
727740,信驊富邦48購01
727741,信驊元富47購03
727742,信驊元富4A購02
727743,信驊元富51購01
727744,雙鴻元富46購04
727745,中美晶中信47購02
727746,擎亞中信46購01
727747,亞信群益48購01
727748,信驊群益48購02
727749,龍巖群益46購01
727750,新普元大46購04
727751,精測元大46購04
727752,中美晶凱基46購05
727753,亞信凱基48購01
727754,昇達科凱基46購02
727755,湧德凱基46購02
727756,精測凱基48購02
727757,廣運凱基46購01
727758,龍巖凱基46購01
727759,環球晶凱基46購04
727760,精測統一54購01
727761,雍智元富46購02
727762,威剛富邦48購01
727763,譜瑞富邦49購01
727764,中美晶永豐48購01
727765,精測永豐47購01
727766,泰茂國票47購01
727767,常珵國票49購01
727768,雙鴻國票47購04
727769,譜瑞國泰48購01
727770,千附精中信48購01
727771,元太中信46購01
727772,中美晶群益46購01
